,label,start,end,context,text,source,article_id
1168,Loaded_Language,10585,10616,Israel has some of the most wickedly experimental munitions in the world and they fired them at people who were protesting the occupation of their homeland and trying to remind people of the Nakba and the right of return.,wickedly experimental munitions,train,763260610
1169,"Whataboutism,Straw_Men,Red_Herring",11055,11168,All the talk of Iran and nuclear weapons is without any reference to the biggest nuclear power in the Middle East.,All the talk of Iran and nuclear weapons is without any reference to the biggest nuclear power in the Middle East,train,763260610
1170,Loaded_Language,11280,11303,DB: What would you say have been the contributions that Julian Assange has made in this age of censorship and cowardice in journalism?,cowardice in journalism,train,763260610
1171,"Exaggeration,Minimisation",12230,12261,"There were times when I said to him, “Why don’t you just suspend that for a while and go along with it?” Of course, I knew beforehand what his answer would be and that was “no.” The enormous amount of information that has come from WikiLeaks, particularly in recent years, has amounted to an extraordinary public service.",an extraordinary public service,train,763260610
1172,Loaded_Language,12529,12547,"Of course, they dressed it up as human rights work and so on.",they dressed it up,train,763260610
1173,Repetition,13164,13180,They had a right to find out from the so-called “War Logs” the criminality of our wars in Afghanistan and Iraq.,They had a right,train,763260610
1174,Loaded_Language,13644,13675,"I think WikiLeaks has opened a world of transparency and put flesh on the expression “right to know.” This must explain why he is attacked so much, because that is so threatening.",and put flesh on the expression,train,763260610
1175,"Whataboutism,Straw_Men,Red_Herring",13771,13837,"The enemy to great power is not the likes of the Taliban, it is us.","The enemy to great power is not the likes of the Taliban, it is us",train,763260610
1176,Loaded_Language,14075,14095,"It is indeed shocking information but it informs people, and we have Chelsea Manning’s courage to thank for that.",shocking information,train,763260610
1177,Loaded_Language,14289,14314,"They want to prosecute Assange and maybe hang him from the rafters in Congress, but what about Judith Miller and The New York Times lying the West into war?",hang him from the rafters,train,763260610
1178,"Whataboutism,Straw_Men,Red_Herring",14328,14403,"They want to prosecute Assange and maybe hang him from the rafters in Congress, but what about Judith Miller and The New York Times lying the West into war?",but what about Judith Miller and The New York Times lying the West into war,train,763260610
1179,Loaded_Language,14424,14441,"There is no end of horrific examples of what passes for journalism, in contrast to the amazing contribution that Julian Assange has made.",horrific examples,train,763260610
1180,"Name_Calling,Labeling",184,203,"[Editors' note: To best understand why Facebook would ban Jamie Glazov on 9/11 in the first place, pre-order Jamie's new book, Jihadist Psychopath: How He Is Charming, Seducing, and Devouring Us: HERE.",Jihadist Psychopath,train,787002327
1181,Loaded_Language,215,251,"[Editors' note: To best understand why Facebook would ban Jamie Glazov on 9/11 in the first place, pre-order Jamie's new book, Jihadist Psychopath: How He Is Charming, Seducing, and Devouring Us: HERE.","Charming, Seducing, and Devouring Us",train,787002327
1182,"Name_Calling,Labeling",288,307,"[Editors' note: To best understand why Facebook would ban Jamie Glazov on 9/11 in the first place, pre-order Jamie's new book, Jihadist Psychopath: How He Is Charming, Seducing, and Devouring Us: HERE.",Jihadist Psychopath,train,787002327
1183,"Name_Calling,Labeling",363,386,"The book illustrates how the Jihadist Psychopath has, with the help of the Left, successfully built his totalitarian plantation in the West -- on which the political and cultural establishment is now enslaved and dutifully following his orders.",totalitarian plantation,train,787002327
1184,Loaded_Language,459,502,"The book illustrates how the Jihadist Psychopath has, with the help of the Left, successfully built his totalitarian plantation in the West -- on which the political and cultural establishment is now enslaved and dutifully following his orders.",enslaved and dutifully following his orders,train,787002327
1185,"Name_Calling,Labeling",542,563,"Jamie outlines the frameworks of this tyrannical plantation and how those who are trapped on it, and yearn for freedom, can best escape.]",tyrannical plantation,train,787002327
1186,Loaded_Language,682,705,"Frontpage editors are happy to announce our free speech victory: Facebook has lifted Frontpage editor Jamie Glazov's 30-day ban on Facebook, apologizing and saying that the block was a “mistake”.",our free speech victory,train,787002327
1187,Causal_Oversimplification,838,1019,"We have no doubt, of course, that no “mistake” had actually occurred in this matter and that the ban has only been lifted because of the publicity that we engaged in -- and received.","We have no doubt, of course, that no “mistake” had actually occurred in this matter and that the ban has only been lifted because of the publicity that we engaged in -- and received",train,787002327
1188,"Exaggeration,Minimisation",1109,1160,"While it is a positive development that Facebook has lifted the ban on Jamie (for now), this story is crucial to amplify now more than ever, seeing that Facebook, and all of leftist-run social media, is, at this moment, clearly accelerating its totalitarian attack on the free speech of conservatives.",this story is crucial to amplify now more than ever,train,787002327
1189,"Name_Calling,Labeling",1195,1219,"While it is a positive development that Facebook has lifted the ban on Jamie (for now), this story is crucial to amplify now more than ever, seeing that Facebook, and all of leftist-run social media, is, at this moment, clearly accelerating its totalitarian attack on the free speech of conservatives.",leftist-run social media,train,787002327
1190,"Name_Calling,Labeling",1266,1285,"While it is a positive development that Facebook has lifted the ban on Jamie (for now), this story is crucial to amplify now more than ever, seeing that Facebook, and all of leftist-run social media, is, at this moment, clearly accelerating its totalitarian attack on the free speech of conservatives.",totalitarian attack,train,787002327
1191,Loaded_Language,1356,1370,(See Jamie's video on this whole surreal affair HERE).,surreal affair,train,787002327
1192,"Name_Calling,Labeling",1471,1505,"A brief recap of Jamie's story: on Sept. 11, the 17th Anniversary of the 9/11 terror strike, Facebook's Unholy Alliance masters informed Jamie that he was suspended from Facebook for 30 days due to his posting of his article, 9 Steps to Successfully Counter Jihad, which Facebook informed him violated their ""community standards.""",Facebook's Unholy Alliance masters,train,787002327
